id_mencao,id_participante,nome_usuario,rede_social,segmento_mencionado,dia_festival,tema_conteudo,conteudo_post,sentimento_calculado,polaridade_calculada
854,6297,user6297,Instagram,Bebida Alcoólica,Hip-Hop/Rap,neutro,Passei pelo estande de Bebida Alcoólica hoje no festival. aff,Negativo,"-0,9867535371"
855,6500,user6500,Twitter,Bebida Alcoólica,Hip-Hop/Rap,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 18 minutos pra nada. 😡 #Fail,Negativo,"-0,9816122646"
856,9621,user9621,Twitter,Bebida Alcoólica,Rock,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo.",Negativo,"-0,9854284986"
857,7432,user7432,Instagram,Bebida Alcoólica,Pop,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais. top,Negativo,"-0,9887263444"
858,5171,user5171,Twitter,Bebida Alcoólica,Rock,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 6 minutos pra nada. 😡 #Fail,Negativo,"-0,9818210406"
859,2635,user2635,Twitter,Bebida Alcoólica,Rock,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo. 🤔",Negativo,"-0,9780252534"
860,5989,user5989,Twitter,Bebida Alcoólica,Hip-Hop/Rap,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo. 🤔",Negativo,"-0,9780252534"
861,7735,user7735,Instagram,Bebida Alcoólica,Hip-Hop/Rap,neutro,Vi que Bebida Alcoólica é um dos patrocinadores este ano. 🤡,Neutro,"-0,05404761806"
862,4564,user4564,Twitter,Bebida Alcoólica,Pop,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 17 minutos pra nada. 😡 #Fail aff,Negativo,"-0,987061115"
863,7818,user7818,Instagram,Bebida Alcoólica,Hip-Hop/Rap,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 22 minutos pra nada. 😡 #Fail top,Negativo,"-0,9661478121"
864,4619,user4619,Instagram,Bebida Alcoólica,Hip-Hop/Rap,neutro,Passei pelo estande de Bebida Alcoólica hoje no festival. 😂,Positivo,"0,6364131663"
865,7326,user7326,Instagram,Bebida Alcoólica,Hip-Hop/Rap,neutro,Vi q Bebida Alcoólica é um dos patrocinadores este ano. 🤔,Neutro,"0,007819529623"
866,4611,user4611,Instagram,Bebida Alcoólica,Hip-Hop/Rap,neutro,Vi que Bebida Alcoólica é um dos patrocinadores este ano. top,Positivo,"0,8873606892"
867,3926,user3926,Instagram,Bebida Alcoólica,Música Brasileira,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 60 minutos pra nada. 😡 #Fail kkkkk,Negativo,"-0,9751613759"
868,3636,user3636,Twitter,Bebida Alcoólica,Música Brasileira,neutro,Alguém sabe o que tá rolando na ativação de Bebida Alcoólica? top,Neutro,"0,03205453232"
869,200,user200,Instagram,Bebida Alcoólica,Hip-Hop/Rap,neutro,Alguém sabe o que tá rolando na ativação de Bebida Alcoólica?,Neutro,"-0,03725210205"
870,8875,user8875,Instagram,Bebida Alcoólica,Eletrônico,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo.",Negativo,"-0,9854284986"
871,1222,user1222,Instagram,Bebida Alcoólica,Pop,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais. 😂,Negativo,"-0,9692334663"
872,6135,user6135,Instagram,Bebida Alcoólica,Pop,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais.,Negativo,"-0,9880648106"
873,3825,user3825,Twitter,Bebida Alcoólica,Rock,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo.",Negativo,"-0,9854284986"
874,476,user476,Instagram,Bebida Alcoólica,Rock,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 3 minutos pra nada. 😡 #Fail 🤡,Negativo,"-0,9795269067"
875,7230,user7230,Instagram,Bebida Alcoólica,Música Brasileira,neutro,Alguém sabe o que tá rolando na ativação de Bebida Alcoólica? aff,Negativo,"-0,9815647474"
876,6679,user6679,Instagram,Bebida Alcoólica,Pop,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo.",Negativo,"-0,9854284986"
877,5480,user5480,Instagram,Bebida Alcoólica,Rock,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 6 minutos pra nada. 😡 #Fail,Negativo,"-0,9818210406"
878,484,user484,Instagram,Bebida Alcoólica,Rock,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 19 minutos pra nada. 😡 #Fail kkkkk,Negativo,"-0,9744906691"
879,5635,user5635,Instagram,Bebida Alcoólica,Rock,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 11 minutos pra nada. 😡 #Fail,Negativo,"-0,9819514677"
880,2186,user2186,Twitter,Bebida Alcoólica,Música Brasileira,neutro,Passei pelo estande de Bebida Alcoólica hoje no festival. 🤔,Neutro,"0,05137144122"
881,9951,user9951,Twitter,Bebida Alcoólica,Rock,neutro,Vi que Bebida Alcoólica é um dos patrocinadores este ano. aff,Negativo,"-0,987586621"
882,3578,user3578,Instagram,Bebida Alcoólica,Hip-Hop/Rap,neutro,Vi q Bebida Alcoólica é um dos patrocinadores este ano.,Neutro,"0,00925495103"
883,7118,user7118,Twitter,Bebida Alcoólica,Eletrônico,neutro,Alguém sabe o que tá rolando na ativação de Bebida Alcoólica? 😂,Neutro,"0,003608837724"
884,8036,user8036,Instagram,Bebida Alcoólica,Música Brasileira,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo. 🤔",Negativo,"-0,9780252534"
885,4296,user4296,Twitter,Bebida Alcoólica,Eletrônico,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo. aff",Negativo,"-0,9888447174"
886,5341,user5341,Instagram,Bebida Alcoólica,Rock,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais. 🤡,Negativo,"-0,9887416377"
887,9193,user9193,Instagram,Bebida Alcoólica,Hip-Hop/Rap,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 8 minutos pra nada. 😡 #Fail,Negativo,"-0,9817838641"
888,7168,user7168,Twitter,Bebida Alcoólica,Hip-Hop/Rap,neutro,Alguém sabe o que tá rolando na ativação de Bebida Alcoólica? 🤔,Neutro,"-0,03632076271"
889,9179,user9179,Instagram,Bebida Alcoólica,Hip-Hop/Rap,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 10 minutos pra nada. 😡 #Fail,Negativo,"-0,9818915511"
890,4962,user4962,Twitter,Bebida Alcoólica,Pop,elogio,Simplesmente amei o brinde q ganhei de Bebida Alcoólica! Já qro o próximo festival.,Positivo,"0,9874455596"
891,8724,user8724,Twitter,Bebida Alcoólica,Rock,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo.",Negativo,"-0,9854284986"
892,3269,user3269,Instagram,Bebida Alcoólica,Pop,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais. 🤔,Negativo,"-0,988195352"
893,339,user339,Instagram,Bebida Alcoólica,Rock,neutro,Alguém sabe o que tá rolando na ativação de Bebida Alcoólica?,Neutro,"-0,03725210205"
894,2203,user2203,Instagram,Bebida Alcoólica,Eletrônico,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais. kkkkk,Negativo,"-0,9869790231"
895,6727,user6727,Twitter,Bebida Alcoólica,Hip-Hop/Rap,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 43 minutos pra nada. 😡 #Fail 🤡,Negativo,"-0,978935034"
896,6944,user6944,Instagram,Bebida Alcoólica,Pop,neutro,Vi que Bebida Alcoólica é um dos patrocinadores este ano. kkkkk,Neutro,"0,005995161831"
897,8349,user8349,Twitter,Bebida Alcoólica,Hip-Hop/Rap,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 8 minutos pra nada. 😡 #Fail top,Negativo,"-0,9670550786"
898,2118,user2118,Twitter,Bebida Alcoólica,Eletrônico,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo.",Negativo,"-0,9854284986"
899,8694,user8694,Instagram,Bebida Alcoólica,Hip-Hop/Rap,neutro,Alguém sabe o que tá rolando na ativação de Bebida Alcoólica? aff,Negativo,"-0,9815647474"
900,2227,user2227,Instagram,Bebida Alcoólica,Eletrônico,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo.",Negativo,"-0,9854284986"
901,7616,user7616,Instagram,Bebida Alcoólica,Rock,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais.,Negativo,"-0,9880648106"
902,9477,user9477,Twitter,Bebida Alcoólica,Rock,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo.",Negativo,"-0,9854284986"
903,9061,user9061,Instagram,Bebida Alcoólica,Hip-Hop/Rap,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo.",Negativo,"-0,9854284986"
904,5902,user5902,Instagram,Bebida Alcoólica,Hip-Hop/Rap,neutro,Passei pelo estande de Bebida Alcoólica hoje no festival.,Neutro,"0,06619179901"
905,9980,user9980,Twitter,Bebida Alcoólica,Eletrônico,neutro,Alguém sabe o que tá rolando na ativação de Bebida Alcoólica?,Neutro,"-0,03725210205"
906,6117,user6117,Twitter,Bebida Alcoólica,Rock,neutro,Vi que Bebida Alcoólica é um dos patrocinadores este ano.,Neutro,"0,008517658338"
907,7257,user7257,Twitter,Bebida Alcoólica,Hip-Hop/Rap,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 14 minutos pra nada. 😡 #Fail,Negativo,"-0,9816099699"
908,5630,user5630,Twitter,Bebida Alcoólica,Música Brasileira,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais. 🤡,Negativo,"-0,9887416377"
909,9626,user9626,Instagram,Bebida Alcoólica,Rock,elogio,A experiência no estande de Bebida Alcoólica foi SENSACIONAL! Valeu cada segundo. #Festival 🤡,Positivo,"0,9792909476"
910,8713,user8713,Twitter,Bebida Alcoólica,Pop,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo. 🤡",Negativo,"-0,9790236037"
911,1397,user1397,Instagram,Bebida Alcoólica,Hip-Hop/Rap,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo.",Negativo,"-0,9854284986"
912,6539,user6539,Instagram,Bebida Alcoólica,Pop,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo. 🤔",Negativo,"-0,9780252534"
913,1826,user1826,Twitter,Bebida Alcoólica,Rock,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo. kkkkk",Negativo,"-0,9787327582"
914,4384,user4384,Twitter,Bebida Alcoólica,Hip-Hop/Rap,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais. 🤡,Negativo,"-0,9887416377"
915,4882,user4882,Twitter,Bebida Alcoólica,Eletrônico,neutro,Passei pelo estande de Bebida Alcoólica hoje no festival. 🤡,Neutro,"0,03620481864"
916,5759,user5759,Twitter,Bebida Alcoólica,Hip-Hop/Rap,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo.",Negativo,"-0,9854284986"
917,5646,user5646,Twitter,Bebida Alcoólica,Pop,neutro,Passei pelo estande de Bebida Alcoólica hoje no festival. 🤔,Neutro,"0,05137144122"
918,6366,user6366,Instagram,Bebida Alcoólica,Rock,neutro,Passei pelo estande de Bebida Alcoólica hoje no festival. kkkkk,Neutro,"0,05711996928"
919,1385,user1385,Instagram,Bebida Alcoólica,Música Brasileira,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais. aff,Negativo,"-0,9894158109"
920,991,user991,Instagram,Bebida Alcoólica,Música Brasileira,neutro,Alguém sabe o que tá rolando na ativação de Bebida Alcoólica? kkkkk,Neutro,"-0,03316796105"
921,3374,user3374,Twitter,Bebida Alcoólica,Rock,neutro,Alguém sabe o q tá rolando na ativação de Bebida Alcoólica? kkkkk,Neutro,"-0,04194288328"
922,3596,user3596,Twitter,Bebida Alcoólica,Rock,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo.",Negativo,"-0,9854284986"
923,9246,user9246,Instagram,Bebida Alcoólica,Pop,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo. 🤔",Negativo,"-0,9780252534"
924,5527,user5527,Instagram,Bebida Alcoólica,Pop,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 37 minutos pra nada. 😡 #Fail,Negativo,"-0,981482706"
925,6815,user6815,Twitter,Bebida Alcoólica,Hip-Hop/Rap,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo. 🤔",Negativo,"-0,9780252534"
926,8541,user8541,Twitter,Bebida Alcoólica,Rock,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 14 minutos pra nada. 😡 #Fail kkkkk,Negativo,"-0,9743205621"
927,7327,user7327,Twitter,Bebida Alcoólica,Pop,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 5 minutos pra nada. 😡 #Fail kkkkk,Negativo,"-0,974063444"
928,7196,user7196,Instagram,Bebida Alcoólica,Música Brasileira,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais. top,Negativo,"-0,9887263444"
929,5003,user5003,Twitter,Bebida Alcoólica,Pop,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais.,Negativo,"-0,9880648106"
930,665,user665,Twitter,Bebida Alcoólica,Música Brasileira,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo. 🤔",Negativo,"-0,9780252534"
931,6268,user6268,Twitter,Bebida Alcoólica,Pop,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo. aff",Negativo,"-0,9888447174"
932,5787,user5787,Instagram,Bebida Alcoólica,Eletrônico,neutro,Vi que Bebida Alcoólica é um dos patrocinadores este ano. kkkkk,Neutro,"0,005995161831"
933,4977,user4977,Twitter,Bebida Alcoólica,Hip-Hop/Rap,elogio,Que organização incrível no espaço de Bebida Alcoólica. Atendimento nota 10/10. ✨,Positivo,"0,9890081924"
934,1299,user1299,Instagram,Bebida Alcoólica,Música Brasileira,neutro,Vi q Bebida Alcoólica é um dos patrocinadores este ano. 🤔,Neutro,"0,007819529623"
935,3131,user3131,Instagram,Bebida Alcoólica,Rock,neutro,Alguém sabe o q tá rolando na ativação de Bebida Alcoólica?,Neutro,"-0,05113834329"
936,3648,user3648,Instagram,Bebida Alcoólica,Hip-Hop/Rap,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo.",Negativo,"-0,9854284986"
937,3218,user3218,Twitter,Bebida Alcoólica,Rock,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 5 minutos pra nada. 😡 #Fail kkkkk,Negativo,"-0,974063444"
938,9827,user9827,Twitter,Bebida Alcoólica,Hip-Hop/Rap,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 38 minutos pra nada. 😡 #Fail aff,Negativo,"-0,9866341478"
939,3662,user3662,Instagram,Bebida Alcoólica,Hip-Hop/Rap,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais.,Negativo,"-0,9880648106"
940,5146,user5146,Twitter,Bebida Alcoólica,Eletrônico,neutro,Passei pelo estande de Bebida Alcoólica hoje no festival.,Neutro,"0,06619179901"
941,2578,user2578,Instagram,Bebida Alcoólica,Música Brasileira,neutro,Passei pelo estande de Bebida Alcoólica hoje no festival.,Neutro,"0,06619179901"
942,2480,user2480,Twitter,Bebida Alcoólica,Hip-Hop/Rap,elogio,A experiência no estande de Bebida Alcoólica foi SENSACIONAL! Valeu cada segundo. #Festival,Positivo,"0,9829163624"
943,6170,user6170,Twitter,Bebida Alcoólica,Rock,elogio,Simplesmente amei o brinde que ganhei de Bebida Alcoólica! Já quero o próximo festival. 🤡,Positivo,"0,986938599"
944,3198,user3198,Instagram,Bebida Alcoólica,Pop,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais.,Negativo,"-0,9880648106"
945,4812,user4812,Twitter,Bebida Alcoólica,Música Brasileira,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais.,Negativo,"-0,9880648106"
946,4074,user4074,Instagram,Bebida Alcoólica,Hip-Hop/Rap,neutro,Passei pelo estande de Bebida Alcoólica hoje no festival. 😂,Positivo,"0,6364131663"
947,6437,user6437,Instagram,Bebida Alcoólica,Pop,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais.,Negativo,"-0,9880648106"
948,7093,user7093,Instagram,Bebida Alcoólica,Hip-Hop/Rap,neutro,Alguém sabe o que tá rolando na ativação de Bebida Alcoólica? 🤡,Neutro,"-0,08443519659"
949,3996,user3996,Instagram,Bebida Alcoólica,Eletrônico,neutro,Vi q Bebida Alcoólica é um dos patrocinadores este ano. 😂,Neutro,"0,176170148"
950,8256,user8256,Instagram,Bebida Alcoólica,Hip-Hop/Rap,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais. 🤔,Negativo,"-0,988195352"
951,7130,user7130,Instagram,Bebida Alcoólica,Música Brasileira,neutro,Vi que Bebida Alcoólica é um dos patrocinadores este ano. 🤡,Neutro,"-0,05404761806"
952,3389,user3389,Twitter,Bebida Alcoólica,Eletrônico,neutro,Alguém sabe o q tá rolando na ativação de Bebida Alcoólica?,Neutro,"-0,05113834329"
953,6455,user6455,Twitter,Bebida Alcoólica,Rock,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais. aff,Negativo,"-0,9894158109"
954,4346,user4346,Twitter,Bebida Alcoólica,Rock,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais.,Negativo,"-0,9880648106"
955,732,user732,Instagram,Bebida Alcoólica,Hip-Hop/Rap,neutro,Passei pelo estande de Bebida Alcoólica hoje no festival.,Neutro,"0,06619179901"
956,3329,user3329,Instagram,Bebida Alcoólica,Pop,neutro,Alguém sabe o q tá rolando na ativação de Bebida Alcoólica? 🤡,Neutro,"-0,1100734342"
957,6049,user6049,Instagram,Bebida Alcoólica,Hip-Hop/Rap,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo. 😂",Negativo,"-0,897865802"
958,1272,user1272,Instagram,Bebida Alcoólica,Rock,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 16 minutos pra nada. 😡 #Fail top,Negativo,"-0,9672275251"
959,4991,user4991,Twitter,Bebida Alcoólica,Rock,neutro,Alguém sabe o q tá rolando na ativação de Bebida Alcoólica? aff,Negativo,"-0,9805174824"
960,8910,user8910,Twitter,Bebida Alcoólica,Rock,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo. aff",Negativo,"-0,9888447174"
961,6497,user6497,Twitter,Bebida Alcoólica,Eletrônico,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo.",Negativo,"-0,9854284986"
962,3853,user3853,Instagram,Bebida Alcoólica,Rock,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 31 minutos pra nada. 😡 #Fail 🤡,Negativo,"-0,9786170139"
963,2827,user2827,Instagram,Bebida Alcoólica,Rock,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 3 minutos pra nada. 😡 #Fail 🤡,Negativo,"-0,9795269067"
964,2652,user2652,Twitter,Bebida Alcoólica,Música Brasileira,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais.,Negativo,"-0,9880648106"
965,5434,user5434,Instagram,Bebida Alcoólica,Rock,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo.",Negativo,"-0,9854284986"
966,1688,user1688,Instagram,Bebida Alcoólica,Rock,neutro,Alguém sabe o q tá rolando na ativação de Bebida Alcoólica? 😂,Neutro,"-0,005763061345"
967,674,user674,Instagram,Bebida Alcoólica,Rock,neutro,Alguém sabe o que tá rolando na ativação de Bebida Alcoólica? kkkkk,Neutro,"-0,03316796105"
968,7808,user7808,Instagram,Bebida Alcoólica,Música Brasileira,neutro,Vi que Bebida Alcoólica é um dos patrocinadores este ano. top,Positivo,"0,8873606892"
969,8811,user8811,Twitter,Bebida Alcoólica,Eletrônico,neutro,Vi que Bebida Alcoólica é um dos patrocinadores este ano. aff,Negativo,"-0,987586621"
970,5768,user5768,Twitter,Bebida Alcoólica,Pop,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo. 😂",Negativo,"-0,897865802"
971,4982,user4982,Twitter,Bebida Alcoólica,Eletrônico,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo. 😂",Negativo,"-0,897865802"
972,6781,user6781,Twitter,Bebida Alcoólica,Música Brasileira,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais.,Negativo,"-0,9880648106"
973,8449,user8449,Instagram,Bebida Alcoólica,Pop,neutro,Vi que Bebida Alcoólica é um dos patrocinadores este ano.,Neutro,"0,008517658338"
974,193,user193,Instagram,Bebida Alcoólica,Rock,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo. 😂",Negativo,"-0,897865802"
975,6405,user6405,Twitter,Bebida Alcoólica,Eletrônico,neutro,Passei pelo estande de Bebida Alcoólica hoje no festival. aff,Negativo,"-0,9867535371"
976,4442,user4442,Twitter,Bebida Alcoólica,Rock,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 8 minutos pra nada. 😡 #Fail aff,Negativo,"-0,9870536304"
977,6677,user6677,Instagram,Bebida Alcoólica,Eletrônico,neutro,Passei pelo estande de Bebida Alcoólica hoje no festival.,Neutro,"0,06619179901"
978,6145,user6145,Instagram,Bebida Alcoólica,Rock,neutro,Alguém sabe o que tá rolando na ativação de Bebida Alcoólica?,Neutro,"-0,03725210205"
979,5233,user5233,Instagram,Bebida Alcoólica,Eletrônico,neutro,Passei pelo estande de Bebida Alcoólica hoje no festival.,Neutro,"0,06619179901"
980,4529,user4529,Twitter,Bebida Alcoólica,Eletrônico,neutro,Vi q Bebida Alcoólica é um dos patrocinadores este ano.,Neutro,"0,00925495103"
981,4665,user4665,Instagram,Bebida Alcoólica,Pop,neutro,Alguém sabe o que tá rolando na ativação de Bebida Alcoólica? 🤔,Neutro,"-0,03632076271"
982,2725,user2725,Twitter,Bebida Alcoólica,Rock,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 9 minutos pra nada. 😡 #Fail top,Negativo,"-0,9667812148"
983,5798,user5798,Twitter,Bebida Alcoólica,Hip-Hop/Rap,neutro,Passei pelo estande de Bebida Alcoólica hoje no festival. kkkkk,Neutro,"0,05711996928"
984,9984,user9984,Twitter,Bebida Alcoólica,Música Brasileira,neutro,Alguém sabe o que tá rolando na ativação de Bebida Alcoólica? top,Neutro,"0,03205453232"
985,9244,user9244,Twitter,Bebida Alcoólica,Eletrônico,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo. aff",Negativo,"-0,9888447174"
986,4859,user4859,Twitter,Bebida Alcoólica,Pop,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo. top",Negativo,"-0,6307896078"
987,5605,user5605,Instagram,Bebida Alcoólica,Hip-Hop/Rap,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo. 🤔",Negativo,"-0,9780252534"
988,2172,user2172,Instagram,Bebida Alcoólica,Rock,neutro,Alguém sabe o que tá rolando na ativação de Bebida Alcoólica?,Neutro,"-0,03725210205"
989,7261,user7261,Instagram,Bebida Alcoólica,Eletrônico,neutro,Passei pelo estande de Bebida Alcoólica hoje no festival. top,Positivo,"0,9768753923"
990,1229,user1229,Twitter,Bebida Alcoólica,Música Brasileira,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo.",Negativo,"-0,9854284986"
991,3427,user3427,Twitter,Bebida Alcoólica,Eletrônico,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais. 😂,Negativo,"-0,9692334663"
992,9617,user9617,Twitter,Bebida Alcoólica,Música Brasileira,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais. 🤡,Negativo,"-0,9887416377"
993,1611,user1611,Twitter,Bebida Alcoólica,Hip-Hop/Rap,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 2 minutos pra nada. 😡 #Fail,Negativo,"-0,9816147415"
994,6882,user6882,Instagram,Bebida Alcoólica,Eletrônico,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo.",Negativo,"-0,9854284986"
995,1051,user1051,Instagram,Bebida Alcoólica,Eletrônico,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais. 🤔,Negativo,"-0,988195352"
996,8656,user8656,Instagram,Bebida Alcoólica,Pop,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais. 🤡,Negativo,"-0,9887416377"
997,2446,user2446,Instagram,Bebida Alcoólica,Hip-Hop/Rap,neutro,Alguém sabe o que tá rolando na ativação de Bebida Alcoólica? aff,Negativo,"-0,9815647474"
998,2296,user2296,Instagram,Bebida Alcoólica,Hip-Hop/Rap,neutro,Passei pelo estande de Bebida Alcoólica hoje no festival. 🤡,Neutro,"0,03620481864"
999,5978,user5978,Twitter,Bebida Alcoólica,Pop,elogio,Simplesmente amei o brinde que ganhei de Bebida Alcoólica! Já quero o próximo festival.,Positivo,"0,9882488723"
1000,944,user944,Twitter,Bebida Alcoólica,Música Brasileira,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo. 🤔",Negativo,"-0,9780252534"
1001,7660,user7660,Twitter,Bebida Alcoólica,Hip-Hop/Rap,neutro,Passei pelo estande de Bebida Alcoólica hoje no festival. 🤡,Neutro,"0,03620481864"
1002,3886,user3886,Twitter,Bebida Alcoólica,Pop,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 10 minutos pra nada. 😡 #Fail,Negativo,"-0,9818915511"
1003,3305,user3305,Twitter,Bebida Alcoólica,Rock,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 6 minutos pra nada. 😡 #Fail,Negativo,"-0,9818210406"
1004,6852,user6852,Twitter,Bebida Alcoólica,Rock,reclamacao,Absurdo o tempo de espera na fila de Bebida Alcoólica: 8 minutos pra nada. 😡 #Fail aff,Negativo,"-0,9870536304"
1005,8720,user8720,Instagram,Bebida Alcoólica,Pop,neutro,Alguém sabe o que tá rolando na ativação de Bebida Alcoólica?,Neutro,"-0,03725210205"
1006,7703,user7703,Instagram,Bebida Alcoólica,Rock,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo. 😂",Negativo,"-0,897865802"
1007,4443,user4443,Instagram,Bebida Alcoólica,Eletrônico,reclamacao,Totalmente decepcionado com a ativação de Bebida Alcoólica. Esperava muito mais.,Negativo,"-0,9880648106"
1008,260,user260,Twitter,Bebida Alcoólica,Pop,neutro,Passei pelo estande de Bebida Alcoólica hoje no festival. aff,Negativo,"-0,9867535371"
1009,2834,user2834,Twitter,Bebida Alcoólica,Hip-Hop/Rap,reclamacao,"O pessoal de Bebida Alcoólica parecia perdido, atendimento péssimo. 😂",Negativo,"-0,897865802"
